Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1778448920,20,GET,GET /api/v1/questionnaires/active,4.200000,0.000000,13,15,16,17,22,25,30,30,30,30,30,101,0,16,20.86469208903635,7.076855999912368,130.7612960008555,0.0
1778448920,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448920,20,POST,POST /api/v1/surveys,3.300000,0.000000,28,31,33,34,38,46,62,62,62,62,62,80,0,30,85.60902295012056,13.811923996399855,2654.601320002257,254.6125
1778448920,20,,Aggregated,10.000000,0.000000,18,25,28,30,34,38,46,51,62,62,62,260,0,24,134.89951122704113,7.076855999912368,2654.601320002257,123.05384615384615
1778448921,20,GET,GET /api/v1/analytics/health-board,1.700000,0.000000,29,31,35,35,38,39,39,39,39,39,39,36,0,19,64.42605891657473,8.061178999923868,1436.493793000409,75.0
1778448921,20,GET,GET /api/v1/analytics/summary,0.800000,0.000000,25,27,30,30,51,51,51,51,51,51,51,23,0,25,91.08365082647651,9.857389002718264,1410.9123710004496,75.0
1778448921,20,GET,GET /api/v1/questionnaires/active,4.400000,0.000000,13,15,16,17,19,22,28,28,28,28,28,104,0,16,20.665201249917466,7.076855999912368,130.7612960008555,0.0
1778448921,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448921,20,POST,POST /api/v1/surveys,3.500000,0.000000,28,30,33,33,43,62,79,79,79,79,79,84,0,30,83.58749203580373,13.811923996399855,2654.601320002257,254.63095238095238
1778448921,20,,Aggregated,10.400000,0.000000,19,25,28,30,35,43,62,79,79,79,79,267,0,25,132.1660952922371,7.076855999912368,2654.601320002257,123.64794007490637
1778448922,20,GET,GET /api/v1/analytics/health-board,1.400000,0.000000,21,29,35,38,39,39,39,39,39,39,39,36,0,19,64.42605891657473,8.061178999923868,1436.493793000409,75.0
1778448922,20,GET,GET /api/v1/analytics/summary,0.900000,0.000000,25,27,30,30,51,51,51,51,51,51,51,23,0,25,91.08365082647651,9.857389002718264,1410.9123710004496,75.0
1778448922,20,GET,GET /api/v1/questionnaires/active,4.300000,0.000000,13,15,17,18,22,26,38,38,38,38,38,109,0,16,20.763370110049905,7.076855999912368,130.7612960008555,0.0
1778448922,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448922,20,POST,POST /api/v1/surveys,3.200000,0.000000,26,30,32,33,41,62,79,79,79,79,79,85,0,30,83.09193695304737,13.811923996399855,2654.601320002257,254.6235294117647
1778448922,20,,Aggregated,9.800000,0.000000,17,23,27,29,35,40,62,79,79,79,79,273,0,25,129.830912692428,7.076855999912368,2654.601320002257,121.86080586080585
1778448923,20,GET,GET /api/v1/analytics/health-board,1.400000,0.000000,24,35,38,39,53,53,53,53,53,53,53,39,0,21,61.9874479228971,8.061178999923868,1436.493793000409,75.0
1778448923,20,GET,GET /api/v1/analytics/summary,1.000000,0.000000,21,22,25,27,30,30,30,30,30,30,30,26,0,22,82.83783307734456,9.857389002718264,1410.9123710004496,75.0
1778448923,20,GET,GET /api/v1/questionnaires/active,4.400000,0.000000,13,15,17,18,22,26,38,38,38,38,38,113,0,16,20.841903123858827,7.076855999912368,130.7612960008555,0.0
1778448923,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448923,20,POST,POST /api/v1/surveys,3.400000,0.000000,28,30,32,33,40,41,79,79,79,79,79,89,0,31,80.91651741586942,13.811923996399855,2654.601320002257,254.61797752808988
1778448923,20,,Aggregated,10.200000,0.000000,19,23,26,30,38,40,53,79,79,79,79,287,0,25,124.84862133810138,7.076855999912368,2654.601320002257,121.03135888501743
1778448924,20,GET,GET /api/v1/analytics/health-board,1.100000,0.000000,24,27,35,38,53,53,53,53,53,53,53,41,0,21,59.86542729247381,8.061178999923868,1436.493793000409,75.0
1778448924,20,GET,GET /api/v1/analytics/summary,0.800000,0.000000,21,22,25,27,30,30,30,30,30,30,30,26,0,22,82.83783307734456,9.857389002718264,1410.9123710004496,75.0
1778448924,20,GET,GET /api/v1/questionnaires/active,4.500000,0.000000,13,17,17,19,24,26,38,38,38,38,38,120,0,16,20.54145763334721,7.076855999912368,130.7612960008555,0.0
1778448924,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448924,20,POST,POST /api/v1/surveys,3.600000,0.000000,28,31,33,38,40,79,82,82,82,82,82,93,0,31,79.09759994635674,13.811923996399855,2654.601320002257,254.61290322580646
1778448924,20,,Aggregated,10.000000,0.000000,19,24,27,30,38,40,79,82,82,82,82,300,0,24,120.44290994012651,7.076855999912368,2654.601320002257,119.68
1778448925,20,GET,GET /api/v1/analytics/health-board,0.900000,0.000000,24,27,35,38,53,53,53,53,53,53,53,42,0,21,58.965621071235674,8.061178999923868,1436.493793000409,75.0
1778448925,20,GET,GET /api/v1/analytics/summary,0.800000,0.000000,20,21,22,25,30,30,30,30,30,30,30,27,0,22,80.25065425964486,9.857389002718264,1410.9123710004496,75.0
1778448925,20,GET,GET /api/v1/questionnaires/active,4.300000,0.000000,14,17,18,19,25,26,38,38,38,38,38,124,0,17,20.45888413710101,7.076855999912368,130.7612960008555,0.0
1778448925,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448925,20,POST,POST /api/v1/surveys,3.300000,0.000000,30,32,38,39,40,79,82,82,82,82,82,95,0,31,78.22953967379841,13.811923996399855,2654.601320002257,254.62105263157895
1778448925,20,,Aggregated,9.300000,0.000000,19,25,27,30,38,40,79,82,82,82,82,308,0,24,117.90774916894938,7.076855999912368,2654.601320002257,118.71428571428571
1778448926,20,GET,GET /api/v1/analytics/health-board,0.900000,0.000000,22,24,35,35,38,53,53,53,53,53,53,45,0,21,56.1014793109886,8.061178999923868,1436.493793000409,75.0
1778448926,20,GET,GET /api/v1/analytics/summary,1.000000,0.000000,21,22,25,25,30,30,30,30,30,30,30,28,0,22,78.2659952146787,9.857389002718264,1410.9123710004496,75.0
1778448926,20,GET,GET /api/v1/questionnaires/active,4.700000,0.000000,14,17,19,19,25,26,38,38,38,38,38,129,0,17,20.280369031005005,7.076855999912368,130.7612960008555,0.0
1778448926,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448926,20,POST,POST /api/v1/surveys,3.200000,0.000000,30,32,39,40,41,79,82,82,82,82,82,97,0,31,76.9604684227835,13.811923996399855,2654.601320002257,254.62886597938143
1778448926,20,,Aggregated,9.800000,0.000000,19,24,26,30,38,40,79,82,82,82,82,319,0,23,114.42289206594941,7.076855999912368,2654.601320002257,117.15987460815047
1778448927,20,GET,GET /api/v1/analytics/health-board,0.900000,0.000000,21,24,27,35,38,53,53,53,53,53,53,47,0,19,54.186057318958696,8.061178999923868,1436.493793000409,75.0
1778448927,20,GET,GET /api/v1/analytics/summary,0.900000,0.000000,20,21,25,25,25,30,30,30,30,30,30,30,0,21,74.03983640021276,9.857389002718264,1410.9123710004496,75.0
1778448927,20,GET,GET /api/v1/questionnaires/active,5.000000,0.000000,16,17,19,19,25,26,38,38,38,38,38,131,0,16,20.207111229011453,7.076855999912368,130.7612960008555,0.0
1778448927,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448927,20,POST,POST /api/v1/surveys,3.200000,0.000000,29,32,39,40,41,79,82,82,82,82,82,100,0,30,75.34508772008849,13.811923996399855,2654.601320002257,254.64
1778448927,20,,Aggregated,10.000000,0.000000,19,22,26,28,38,40,79,82,82,82,82,328,0,22,111.74736347874853,7.076855999912368,2654.601320002257,117.1920731707317
1778448928,20,GET,GET /api/v1/analytics/health-board,0.900000,0.000000,21,24,30,31,38,53,53,53,53,53,53,49,0,21,53.21879040802371,8.061178999923868,1436.493793000409,75.0
1778448928,20,GET,GET /api/v1/analytics/summary,1.000000,0.000000,20,21,22,25,29,30,30,30,30,30,30,32,0,21,70.94584690639749,9.857389002718264,1410.9123710004496,75.0
1778448928,20,GET,GET /api/v1/questionnaires/active,4.900000,0.000000,16,18,19,22,26,29,38,38,38,38,38,137,0,16,20.015457824833206,7.076855999912368,130.7612960008555,0.0
1778448928,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448928,20,POST,POST /api/v1/surveys,3.100000,0.000000,31,38,40,40,79,82,87,87,87,87,87,101,0,30,75.45670884165602,13.811923996399855,2654.601320002257,254.64356435643563
1778448928,20,,Aggregated,9.900000,0.000000,19,25,28,30,38,41,82,87,87,87,87,339,0,22,108.98167621837763,7.076855999912368,2654.601320002257,115.02654867256638
1778448929,20,GET,GET /api/v1/analytics/health-board,1.200000,0.000000,22,27,31,38,53,55,55,55,55,55,55,50,0,21,53.26176955990377,8.061178999923868,1436.493793000409,75.0
1778448929,20,GET,GET /api/v1/analytics/summary,1.000000,0.000000,20,21,25,25,29,30,30,30,30,30,30,33,0,21,69.2571544546588,9.857389002718264,1410.9123710004496,75.0
1778448929,20,GET,GET /api/v1/questionnaires/active,4.900000,0.000000,16,19,22,22,26,29,38,38,38,38,38,143,0,16,19.858954853163112,7.076855999912368,130.7612960008555,0.0
1778448929,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448929,20,POST,POST /api/v1/surveys,2.800000,0.000000,29,35,40,40,79,82,87,87,87,87,87,104,0,30,73.96857967313946,13.811923996399855,2654.601320002257,254.64423076923077
1778448929,20,,Aggregated,9.900000,0.000000,19,25,28,30,38,41,79,82,87,87,87,350,0,22,106.24197856294424,7.076855999912368,2654.601320002257,114.02285714285715
1778448930,20,GET,GET /api/v1/analytics/health-board,1.300000,0.000000,23,30,31,32,53,55,55,55,55,55,55,52,0,21,52.2667265576484,8.061178999923868,1436.493793000409,75.0
1778448930,20,GET,GET /api/v1/analytics/summary,1.100000,0.000000,21,22,25,29,30,34,34,34,34,34,34,35,0,22,66.88560665726462,9.857389002718264,1410.9123710004496,75.0
1778448930,20,GET,GET /api/v1/questionnaires/active,4.700000,0.000000,17,19,22,24,27,29,38,38,38,38,38,148,0,16,19.812980750036846,7.076855999912368,130.7612960008555,0.0
1778448930,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448930,20,POST,POST /api/v1/surveys,2.700000,0.000000,29,35,40,40,79,82,87,87,87,87,87,107,0,30,72.9717795701592,13.811923996399855,2654.601320002257,254.65420560747663
1778448930,20,,Aggregated,9.800000,0.000000,21,26,28,30,39,53,79,82,87,87,87,362,0,22,103.59868141170494,7.076855999912368,2654.601320002257,113.18508287292818
1778448931,20,GET,GET /api/v1/analytics/health-board,1.500000,0.000000,23,27,31,31,53,55,55,55,55,55,55,52,0,21,52.2667265576484,8.061178999923868,1436.493793000409,75.0
1778448931,20,GET,GET /api/v1/analytics/summary,1.300000,0.000000,19,21,22,25,29,34,34,34,34,34,34,36,0,21,65.40495408343203,9.857389002718264,1410.9123710004496,75.0
1778448931,20,GET,GET /api/v1/questionnaires/active,4.500000,0.000000,17,22,24,26,29,29,38,38,38,38,38,151,0,16,19.9062882383928,7.076855999912368,130.7612960008555,0.0
1778448931,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448931,20,POST,POST /api/v1/surveys,2.500000,0.000000,29,35,40,41,59,82,87,87,87,87,87,109,0,30,72.3972157798809,13.811923996399855,2654.601320002257,254.651376146789
1778448931,20,,Aggregated,9.800000,0.000000,21,26,29,30,39,55,82,87,87,87,87,368,0,22,102.37268821746828,7.076855999912368,2654.601320002257,112.92663043478261
1778448932,20,GET,GET /api/v1/analytics/health-board,1.500000,0.000000,22,27,30,31,53,55,55,55,55,55,55,53,0,22,51.693922754737905,8.061178999923868,1436.493793000409,75.0
1778448932,20,GET,GET /api/v1/analytics/summary,1.200000,0.000000,21,22,25,29,30,34,34,34,34,34,34,39,0,22,62.30334684639671,9.857389002718264,1410.9123710004496,75.0
1778448932,20,GET,GET /api/v1/questionnaires/active,4.700000,0.000000,17,19,22,25,28,29,31,31,31,31,31,158,0,17,19.87725873419273,7.076855999912368,130.7612960008555,0.0
1778448932,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448932,20,POST,POST /api/v1/surveys,2.700000,0.000000,31,37,39,40,59,82,87,87,87,87,87,111,0,30,71.7765431622251,13.811923996399855,2654.601320002257,254.64864864864865
1778448932,20,,Aggregated,10.100000,0.000000,21,25,28,29,37,53,59,82,87,87,87,381,0,22,99.68757663003345,7.076855999912368,2654.601320002257,111.19685039370079
1778448933,20,GET,GET /api/v1/analytics/health-board,1.600000,0.000000,22,23,30,31,32,55,55,55,55,55,55,54,0,21,51.118599518506215,8.061178999923868,1436.493793000409,75.0
1778448933,20,GET,GET /api/v1/analytics/summary,1.200000,0.000000,21,22,25,29,30,34,34,34,34,34,34,39,0,22,62.30334684639671,9.857389002718264,1410.9123710004496,75.0
1778448933,20,GET,GET /api/v1/questionnaires/active,4.600000,0.000000,17,19,23,25,28,29,53,53,53,53,53,160,0,17,20.12193111875149,7.076855999912368,130.7612960008555,0.0
1778448933,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448933,20,POST,POST /api/v1/surveys,2.700000,0.000000,29,33,39,40,59,82,87,87,87,87,87,113,0,30,71.00825856645943,13.811923996399855,2654.601320002257,254.64601769911505
1778448933,20,,Aggregated,10.100000,0.000000,21,25,28,29,35,55,82,87,87,87,87,386,0,23,98.80111966332043,7.076855999912368,2654.601320002257,111.26943005181347
1778448934,20,GET,GET /api/v1/analytics/health-board,1.600000,0.000000,22,23,30,31,32,55,55,55,55,55,55,54,0,21,51.118599518506215,8.061178999923868,1436.493793000409,75.0
1778448934,20,GET,GET /api/v1/analytics/summary,1.300000,0.000000,23,29,34,34,57,72,72,72,72,72,72,42,0,22,62.06657185733396,9.857389002718264,1410.9123710004496,75.0
1778448934,20,GET,GET /api/v1/questionnaires/active,4.600000,0.000000,18,23,26,27,32,48,55,55,55,55,55,167,0,17,20.64394859283306,7.076855999912368,130.7612960008555,0.0
1778448934,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448934,20,POST,POST /api/v1/surveys,2.500000,0.000000,33,39,50,56,75,87,88,88,88,88,88,117,0,31,70.80244900010483,13.811923996399855,2654.601320002257,254.65811965811966
1778448934,20,,Aggregated,10.000000,0.000000,22,28,31,33,53,59,87,88,88,88,88,400,0,23,97.00545358011368,7.076855999912368,2654.601320002257,110.4875
1778448935,20,GET,GET /api/v1/analytics/health-board,1.700000,0.000000,23,30,31,32,53,55,55,55,55,55,55,56,0,22,50.673116875064544,8.061178999923868,1436.493793000409,75.0
1778448935,20,GET,GET /api/v1/analytics/summary,1.500000,0.000000,25,30,34,34,57,72,72,72,72,72,72,43,0,23,61.35484067466635,9.857389002718264,1410.9123710004496,75.0
1778448935,20,GET,GET /api/v1/questionnaires/active,4.900000,0.000000,18,23,26,29,32,48,55,55,55,55,55,169,0,17,20.676109526633937,7.076855999912368,130.7612960008555,0.0
1778448935,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448935,20,POST,POST /api/v1/surveys,2.700000,0.000000,33,47,50,56,75,87,88,88,88,88,88,121,0,31,69.94131670259122,13.811923996399855,2654.601320002257,254.6694214876033
1778448935,20,,Aggregated,10.800000,0.000000,23,29,31,34,53,58,75,87,88,88,88,409,0,24,95.68867877029747,7.076855999912368,2654.601320002257,111.1002444987775
1778448936,20,GET,GET /api/v1/analytics/health-board,1.500000,0.000000,24,31,32,32,53,55,55,55,55,55,55,56,0,22,50.673116875064544,8.061178999923868,1436.493793000409,75.0
1778448936,20,GET,GET /api/v1/analytics/summary,1.300000,0.000000,30,32,34,36,57,72,72,72,72,72,72,46,0,24,59.528510413261046,9.857389002718264,1410.9123710004496,75.0
1778448936,20,GET,GET /api/v1/questionnaires/active,4.900000,0.000000,19,25,27,29,32,48,55,55,55,55,55,171,0,17,20.69349442693328,7.076855999912368,130.7612960008555,0.0
1778448936,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448936,20,POST,POST /api/v1/surveys,2.400000,0.000000,33,47,50,58,75,87,88,88,88,88,88,122,0,31,69.60182087715991,13.811923996399855,2654.601320002257,254.672131147541
1778448936,20,,Aggregated,10.100000,0.000000,25,30,33,37,55,59,87,88,88,88,88,415,0,24,94.72185737362759,7.076855999912368,2654.601320002257,110.65060240963855
1778448937,20,GET,GET /api/v1/analytics/health-board,1.300000,0.000000,30,32,53,53,55,89,89,89,89,89,89,58,0,22,50.91485718969187,8.061178999923868,1436.493793000409,75.0
1778448937,20,GET,GET /api/v1/analytics/summary,1.600000,0.000000,32,34,36,37,57,72,72,72,72,72,72,48,0,25,58.5397758960274,9.857389002718264,1410.9123710004496,75.0
1778448937,20,GET,GET /api/v1/questionnaires/active,4.700000,0.000000,20,25,28,29,32,48,55,55,55,55,55,174,0,17,20.723845252899174,7.076855999912368,130.7612960008555,0.0
1778448937,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448937,20,POST,POST /api/v1/surveys,2.400000,0.000000,41,56,58,75,87,88,110,110,110,110,110,125,0,31,69.85562650411157,13.811923996399855,2654.601320002257,254.68
1778448937,20,,Aggregated,10.000000,0.000000,28,32,37,48,57,77,89,110,110,110,110,425,0,24,93.6574786801237,7.076855999912368,2654.601320002257,110.55294117647058
1778448938,20,GET,GET /api/v1/analytics/health-board,1.400000,0.000000,32,42,53,55,89,89,89,89,89,89,89,59,0,22,50.76531279664161,8.061178999923868,1436.493793000409,75.0
1778448938,20,GET,GET /api/v1/analytics/summary,1.600000,0.000000,33,35,37,37,57,72,72,72,72,72,72,48,0,25,58.5397758960274,9.857389002718264,1410.9123710004496,75.0
1778448938,20,GET,GET /api/v1/questionnaires/active,4.500000,0.000000,21,27,29,29,35,48,55,55,55,55,55,180,0,17,20.995952372282368,7.076855999912368,130.7612960008555,0.0
1778448938,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448938,20,POST,POST /api/v1/surveys,2.600000,0.000000,47,56,61,66,88,95,110,110,110,110,110,129,0,31,69.73596369005449,13.811923996399855,2654.601320002257,254.68992248062017
1778448938,20,,Aggregated,10.100000,0.000000,29,35,43,49,59,77,95,110,110,110,110,436,0,25,92.39410214004988,7.076855999912368,2654.601320002257,110.27522935779817
1778448939,20,GET,GET /api/v1/analytics/health-board,1.100000,0.000000,24,32,42,42,53,89,89,89,89,89,89,61,0,22,49.501683114806944,8.061178999923868,1436.493793000409,75.0
1778448939,20,GET,GET /api/v1/analytics/summary,1.800000,0.000000,32,34,36,37,57,72,72,72,72,72,72,51,0,24,56.01789368644377,9.857389002718264,1410.9123710004496,75.0
1778448939,20,GET,GET /api/v1/questionnaires/active,4.200000,0.000000,22,27,29,29,35,48,55,55,55,55,55,184,0,17,20.969241934835736,7.076855999912368,130.7612960008555,0.0
1778448939,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448939,20,POST,POST /api/v1/surveys,2.500000,0.000000,47,56,61,66,88,95,110,110,110,110,110,131,0,31,69.13997222149997,13.811923996399855,2654.601320002257,254.68702290076337
1778448939,20,,Aggregated,9.600000,0.000000,29,35,42,48,59,77,95,110,110,110,110,447,0,24,90.59451278984531,7.076855999912368,2654.601320002257,109.53914988814317
1778448940,20,GET,GET /api/v1/analytics/health-board,1.100000,0.000000,24,32,41,42,53,89,89,89,89,89,89,63,0,22,48.72822547628265,8.061178999923868,1436.493793000409,75.0
1778448940,20,GET,GET /api/v1/analytics/summary,1.800000,0.000000,31,35,36,37,57,72,72,72,72,72,72,52,0,23,55.10656909630667,8.629014999314677,1410.9123710004496,75.0
1778448940,20,GET,GET /api/v1/questionnaires/active,4.200000,0.000000,23,28,29,32,44,48,55,55,55,55,55,189,0,17,21.03552096298906,7.076855999912368,130.7612960008555,0.0
1778448940,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448940,20,POST,POST /api/v1/surveys,2.500000,0.000000,49,58,61,66,88,95,110,110,110,110,110,133,0,31,68.6344502708079,13.811923996399855,2654.601320002257,254.68421052631578
1778448940,20,,Aggregated,9.600000,0.000000,29,36,44,49,59,77,95,110,110,110,110,457,0,24,89.15332656030385,7.076855999912368,2654.601320002257,108.74835886214441
1778448941,20,GET,GET /api/v1/analytics/health-board,1.000000,0.000000,24,26,42,42,53,89,89,89,89,89,89,64,0,22,48.21985850009014,8.061178999923868,1436.493793000409,75.0
1778448941,20,GET,GET /api/v1/analytics/summary,1.600000,0.000000,31,35,36,37,57,72,72,72,72,72,72,53,0,23,54.37019750958293,8.629014999314677,1410.9123710004496,75.0
1778448941,20,GET,GET /api/v1/questionnaires/active,4.300000,0.000000,23,27,31,32,45,53,55,55,55,55,55,191,0,17,21.103704623073913,7.076855999912368,130.7612960008555,0.0
1778448941,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448941,20,POST,POST /api/v1/surveys,2.800000,0.000000,47,56,66,74,88,95,110,110,110,110,110,136,0,31,68.07845775010185,13.811923996399855,2654.601320002257,254.6691176470588
1778448941,20,,Aggregated,9.700000,0.000000,29,36,44,48,61,77,95,110,110,110,110,464,0,24,88.27742314883051,7.076855999912368,2654.601320002257,109.07327586206897
1778448942,20,GET,GET /api/v1/analytics/health-board,1.100000,0.000000,24,41,42,42,53,89,89,89,89,89,89,64,0,22,48.21985850009014,8.061178999923868,1436.493793000409,75.0
1778448942,20,GET,GET /api/v1/analytics/summary,1.800000,0.000000,31,33,36,37,57,72,72,72,72,72,72,57,0,22,51.73448308784843,8.629014999314677,1410.9123710004496,75.0
1778448942,20,GET,GET /api/v1/questionnaires/active,4.100000,0.000000,21,29,31,32,44,48,55,55,55,55,55,195,0,17,21.022827410305556,7.076855999912368,130.7612960008555,0.0
1778448942,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448942,20,POST,POST /api/v1/surveys,2.700000,0.000000,49,58,66,74,88,95,110,110,110,110,110,139,0,31,67.18359102887916,13.811923996399855,2654.601320002257,254.66906474820144
1778448942,20,,Aggregated,9.700000,0.000000,29,36,45,49,66,77,95,110,110,110,110,475,0,24,86.68728856854662,7.076855999912368,2654.601320002257,108.78736842105263
1778448944,20,GET,GET /api/v1/analytics/health-board,1.100000,0.000000,24,41,42,42,53,89,89,89,89,89,89,65,0,22,47.75858753855573,8.061178999923868,1436.493793000409,75.0
1778448944,20,GET,GET /api/v1/analytics/summary,1.700000,0.000000,21,32,35,35,37,41,41,41,41,41,41,58,0,22,51.54406462083741,8.629014999314677,1410.9123710004496,75.0
1778448944,20,GET,GET /api/v1/questionnaires/active,4.100000,0.000000,20,26,29,29,32,44,45,45,45,45,45,199,0,17,21.00210961310694,7.076855999912368,130.7612960008555,0.0
1778448944,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448944,20,POST,POST /api/v1/surveys,2.600000,0.000000,43,49,58,61,77,95,110,110,110,110,110,143,0,31,66.2089759092202,13.811923996399855,2654.601320002257,254.67132867132867
1778448944,20,,Aggregated,9.500000,0.000000,25,32,37,43,56,74,95,110,110,110,110,485,0,24,85.45303587229729,7.076855999912368,2654.601320002257,108.95463917525773
1778448945,20,GET,GET /api/v1/analytics/health-board,1.200000,0.000000,26,36,41,42,53,89,89,89,89,89,89,67,0,22,47.28469256723887,8.061178999923868,1436.493793000409,75.0
1778448945,20,GET,GET /api/v1/analytics/summary,1.700000,0.000000,21,33,36,36,41,43,43,43,43,43,43,59,0,22,51.391999457799535,8.629014999314677,1410.9123710004496,75.0
1778448945,20,GET,GET /api/v1/questionnaires/active,4.000000,0.000000,21,26,27,29,32,44,45,45,45,45,45,201,0,17,21.06404780104061,7.076855999912368,130.7612960008555,0.0
1778448945,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448945,20,POST,POST /api/v1/surveys,2.700000,0.000000,43,56,66,74,95,98,110,110,110,110,110,145,0,31,66.36008668978445,13.811923996399855,2654.601320002257,254.6689655172414
1778448945,20,,Aggregated,9.600000,0.000000,26,32,37,43,57,77,98,110,110,110,110,492,0,24,84.87773097574352,7.076855999912368,2654.601320002257,108.89634146341463
1778448946,20,GET,GET /api/v1/analytics/health-board,1.100000,0.000000,26,36,41,41,42,89,89,89,89,89,89,67,0,22,47.28469256723887,8.061178999923868,1436.493793000409,75.0
1778448946,20,GET,GET /api/v1/analytics/summary,1.800000,0.000000,21,35,37,37,41,43,43,43,43,43,43,62,0,22,50.453243048562605,8.629014999314677,1410.9123710004496,75.0
1778448946,20,GET,GET /api/v1/questionnaires/active,3.700000,0.000000,20,26,27,29,35,45,76,76,76,76,76,205,0,17,21.25945755125452,7.076855999912368,130.7612960008555,0.0
1778448946,20,POST,POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,1000,1085.1777546011363,736.4814120010124,1529.259135000757,360.0
1778448946,20,POST,POST /api/v1/surveys,2.700000,0.000000,44,61,74,77,98,110,110,110,110,110,110,151,0,32,66.3201787551138,13.811923996399855,2654.601320002257,254.66225165562915
